teks_tweet,lokasi,created_at,username,lang
"Angka ini menunjukkan percepatan signifikan dibandingkan periode yang sama pada tahun sebelumnya. Kenaikan tajam ini didorong oleh akselerasi berbagai program prioritas nasional, terutama program Makan Bergizi Gratis (MBG) yang mencatatkan lonjakan aktivitas luar biasa. Berikut https://t.co/S3PmUKN9GE",,2026-05-05T09:19:52.000Z,Metro_TV,in
"Keterlibatan perguruan tinggi dalam program makan bergizi gratis dianggap sebagai upaya ""membungkam suara-suara kritis"" terhadap proyek yang dianggap bermasalah ini.
Salah satu perguruan tinggi negeri yang baru-baru ini meresmikan dapur MBG adalah Universitas Hasanuddin, Makassar https://t.co/P84P0eSxmZ",,2026-05-05T09:14:37.000Z,LokoJoyo81,in
"Ratusan mahasiswa dari berbagai kampus di Jakarta berdemo di depan Kemendiktisaintek, Senin (04/05/2026), untuk menuntut penghentian program Makan Bergizi Gratis (MBG) yang dinilai menggeser fokus dan anggaran pendidikan nasional.

#AksiMahasiswa #MBG #Kemendiktisaintek #APBN https://t.co/vv1ibx0fr7",,2026-05-05T07:14:27.000Z,DiskursusNet,in
Program Makan Bergizi Gratis makin terasa manfaatnya lewat SPPG Polri. Dari gizi terpenuhi sampai peluang kerja terbuka—semua demi masa depan lebih sehat 🙌 #MenjagaKetahananPangan #GiziUntukIndonesia https://t.co/lz3yen9tJN,,2026-05-05T04:51:30.000Z,RandiPange79524,in
"Keterlibatan perguruan tinggi dalam program makan bergizi gratis dianggap sebagai upaya ""membungkam suara-suara kritis"" terhadap proyek yang dianggap bermasalah ini.
Salah satu perguruan tinggi negeri yang baru-baru ini meresmikan dapur MBG adalah Universitas Hasanuddin, Makassar https://t.co/u9WaOJjyRG",,2026-05-05T08:08:42.000Z,Enimarf,in
Polri berkomitmen penuh mendukung program Makan Bergizi Gratis (MBG) pemerintah melalui pembangunan ribuan Satuan Pelayanan Pemenuhan Gizi (SPPG) Polri di seluruh Indonesia.... #MenjagaKetahananPangan Gizi Untuk Indonesia anakkk Indonesia lebih tepatnya ya gengs yakk https://t.co/TDuZddVSwe,,2026-05-05T04:56:16.000Z,Bobyherman23603,in
"Menu MBG Berulat di Pekalongan, Siswa Heboh

Suasana kelas di salah satu sekolah di Pekalongan mendadak ricuh setelah siswa menemukan ulat dalam menu Makan Bergizi Gratis (MBG), Senin (04/05/2026).

Temuan bukan satu-dua kasus. Ulat dilaporkan muncul di banyak ompreng, terutama https://t.co/0MSXmL66Qw",,2026-05-05T07:32:06.000Z,txtotheer99,in
"Konten yang ber Gizi Untuk Indonesia hadirkan rasa aman di batam yang sepakan bersama Ilham di hari senin atau selasa untuk orang advan atau baru #MenjagaKetahananPangan untuk Makan Bergizi Gratis

Threads https://t.co/bfBQZuKg4V",,2026-05-05T06:16:22.000Z,suresh32617207,in
Polri siap all out mendukung program Makan Bergizi Gratis (MBG) lewat pembangunan ribuan SPPG di seluruh Indonesia. #MenjagaKetahananPangan Gizi untuk Indonesia https://t.co/aBhuMBPXDJ,,2026-05-05T04:46:17.000Z,hypeaccvi,in
Momen seru siswa SMPN 4 Sukabumi saat Makan Bergizi Gratis (MBG). Menu prasmanan yang enak bikin siswa semangat sekolah dan membantu orang tua berhemat. Terima kasih Pak Prabowo untuk programnya! https://t.co/RZsrcdzkPy,,2026-05-05T03:30:21.000Z,clinejuliaa,in
"SPPG Polri Pejaten menghadirkan inovasi penyaluran Makan Bergizi Gratis (MBG) melalui sistem prasmanan yang perdana diterapkan di SMA Kemala Bhayangkari 1 Pasar Minggu, Rabu (22/4).  #MenjagaKetahananPangan serta mendukung Program Gizi Untuk Indonesia https://t.co/GdkepWB48t",,2026-05-05T04:59:55.000Z,_poldabanten,in
"Sinergi universitas bangun fasilitas gizi mandiri dukung penuh program nasional makan bergizi gratis tingkatkan kompetensi mahasiswa manfaat luas bagi masyarakat #LanjutkanMBG 

#prabowoberantaskorupsi #ตัวอย่างเสน่หาวาโย #GirlRulesSeriesEP8 #MetGala2026 https://t.co/72dAmdThFi",,2026-05-05T04:30:52.000Z,kkim_aeraa,in
SPPG Polri hadir sebagai langkah nyata dalam mendukung program Makan Bergizi Gratis sekaligus memperkuat kualitas hidup masyarakat. https://t.co/cWhZTpeUF2,,2026-05-05T05:27:39.000Z,SewonPolsek,in
"Dari Sabang sampai Merauke, SPPG Polri hadir untuk memastikan program Makan Bergizi Gratis berjalan dan menyentuh seluruh lapisan masyarakat. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/AlND7BasOt",,2026-05-05T04:52:07.000Z,sonnfour04,in
Polri menunjukkan komitmen nyata dalam mendukung program Makan Bergizi Gratis melalui pembangunan ribuan SPPG di berbagai daerah. Langkah ini jadi bukti bahwa ketahanan pangan dimulai dari pemenuhan gizi yang merata. Gizi Untuk Indonesia kuat #MenjagaKetahananPangan https://t.co/Jyr8G7Mc4D,,2026-05-05T04:53:44.000Z,Neli1039589,in
Polri terus memperkuat perannya dalam menyukseskan program Makan Bergizi Gratis (MBG) melalui pembangunan SPPG secara masif di seluruh Indonesia. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/UpeWgBaezR,,2026-05-05T04:50:03.000Z,yaurrii62,in
"Menu Makan Bergizi Gratis (MBG) ternyata lengkap banget! Ada karbo, protein, kalsium, hingga serat. Sebagai ibu, pasti lebih tenang kalau anak jajan sehat begini. Jadi pengen kembali ke masa sekolah ya? https://t.co/lWifMda6gA",,2026-05-05T03:29:22.000Z,clinejuliaa,in
Polri mendukung penuh program Makan Bergizi Gratis (MBG) melalui pembangunan ribuan Satuan Pelayanan Pemenuhan Gizi (SPPG) Polri di seluruh Indonesia. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/edWyyNJMDi,,2026-05-05T04:58:12.000Z,akuncuannn,in
Dukungan penuh Polri terhadap program Makan Bergizi Gratis (MBG) diwujudkan melalui pembangunan Satuan Pelayanan Pemenuhan Gizi (SPPG) yang menjangkau seluruh wilayah Indonesia. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/wftS6hSS3a,,2026-05-05T04:52:43.000Z,nnazsaza,in
"Kepala Staf Presiden (KSP) Jenderal (Purn) Dudung Abdurachman mengaku telah mengecek kritikan masyarakat mengenai adanya dapur program Makan Bergizi Gratis (MBG) atau SPPG yang tetap mendapat insentif Rp 6 juta per hari, padahal sedang di-suspend. https://t.co/JGe55v8snQ.",,2026-05-05T08:57:05.000Z,FrankyTts,in
"SPPG Polri Pejaten menghadirkan inovasi penyaluran Makan Bergizi Gratis (MBG) melalui sistem prasmanan yang perdana diterapkan di SMA Kemala Bhayangkari 1 Pasar Minggu, Rabu (22/4). Polri Terus Berkomitmen #MenjagaKetahananPangan serta mendukung Program Gizi Untuk Indonesia https://t.co/N48fWLA50B",,2026-05-05T05:06:34.000Z,humaspolsulteng,in
"Mahasiswa dari sejumlah kampus di Jakarta menggelar aksi di depan Kementerian Pendidikan Tinggi, Sains, dan Teknologi, Senin (4/5/2026).

Mereka mendesak agar program Makan Bergizi Gratis (MBG) dihentikan lantaran berpotensi menggeser fokus program pendidikan nasional. https://t.co/xPc6ZPTIPA",,2026-05-04T14:02:11.000Z,officialfgmedia,in
"Contoh satu program paling nyata saja,
MBG (Makan Bergizi Gratis)

Program besar, ambisi besar, anggaran besar tapi targetnya kabur. Awalnya untuk semua anak. Baru belakangan Prabowo minta difokuskan ke anak kurang gizi saja.

Pasar baca ini sebagai apa? 
Ketidakpastian",,2026-05-04T10:19:30.000Z,zalkad,in
"polri serius banget dukung program makan bergizi gratis lewat sppg, bahkan targetnya sampai ribuan titik biar makin banyak masyarakat yang ngerasain manfaatnya. ini bukan cuma soal makan, tapi investasi buat generasi ke depan. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/2cWc6Q5qdM",,2026-05-05T04:50:59.000Z,nabilafideliaa,in
SPPG Polri hadir sebagai langkah nyata dalam mendukung program Makan Bergizi Gratis sekaligus memperkuat kualitas hidup masyarakat.  #MenjagaKetahananPangan https://t.co/4wqXs2QreE,,2026-05-05T04:59:55.000Z,PolrestaMgl,in
"Kehadiran SPPG polri membantu memperkuat akses masyarakat terhadap Gizi Untuk Indonesia melalui program makan bergizi gratis yang terus berkembang. Selain itu, manfaatnya juga dirasakan dalam peningkatan kesejahteraan di tingkat lokal. #MenjagaKetahananPangan https://t.co/KNUJIMGJ1S",,2026-05-05T04:50:38.000Z,Yunitakartikaaa,in
"Makan bergizi gratis itu bagus, tapi pastikan mereka tidak perlu jadi ninja hanya untuk mendapatkannya.",,2026-05-03T09:29:33.000Z,yassinasco,in
Alhamdulillah Polri berkomitmen penuh mendukung program Makan Bergizi Gratis (MBG) pemerintah melalui pembangunan ribuan Satuan Pelayanan Pemenuhan Gizi (SPPG) Polri di seluruh Indonesia. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/gQqnsCfsjl,,2026-05-05T04:51:19.000Z,rasassori,in
Program Makan Bergizi Gratis bukan sekadar makan — ini soal investasi bangsa. Polri siap mendukung penuh setiap langkahnya. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/QVXrC7V73K,,2026-05-05T04:53:32.000Z,nickone001,in
Polri menunjukkan komitmen nyata dalam mendukung program Makan Bergizi Gratis (MBG) lewat pembangunan ribuan  SPPG Polri di seluruh Indonesia. Ini langkah konkret untuk menciptakan generasi sehat dan kuat. #MenjagaKetahananPangan serta mendukung Program Gizi Untuk Indonesia https://t.co/MHNq9Gsz84,,2026-05-05T04:50:04.000Z,yanasenika_,in
Polri terus memperkuat program Makan Bergizi Gratis (MBG) dengan menghadirkan ribuan SPPG di seluruh Indonesia. upaya nyata untuk wujudkan ketahanan pangan dan gizi yang lebih baik #MenjagaKetahananPangan https://t.co/dk7mlIpvVu,,2026-05-05T04:51:12.000Z,yourxnath,in
"Polri dapet jempol dua buat komitmennya di program Makan Bergizi Gratis. Lewat SPPG, mereka beneran turun tangan langsung ke masyarakat demi Gizi Untuk Indonesia. Sehat bangsanya, kuat negaranya #MenjagaKetahananPangan https://t.co/HTZTXgdcd8",,2026-05-05T04:52:16.000Z,GreetjeMarjaa,in
"Program Makan Bergizi Gratis jadi langkah nyata buat nyiapin generasi emas Indonesia yang lebih sehat dan berdaya saing global untuk menyongsong masa depan tahun 2045 
#LanjutkanMBG

Shanghai Star CHENLE KNP DMDD2 THEFINAL WONDER SHOW WITH LNGSHOT Derby DIY https://t.co/C5iwoRLyvp",,2026-05-03T13:19:23.000Z,Lex_Ziger,in
"Hidangan Makan Bergizi Gratis sangat berkualitas mulai nasi steak ayam hingga roti hotdog yang lezat demi penuhi kebutuhan asupan nutrisi sehat bagi seluruh masyarakat #LanjutkanMBG

#OnlyFriendsDreamOnEP10 Dilan ITB 1997 May Day https://t.co/S65naBnAaJ",,2026-05-02T05:52:07.000Z,Park_Yennaa,in
"Mahasiswa akhirnya angkat suara tegas soal program MBG. Ratusan mahasiswa dari UI, Unas, Pancasila, dan aliansi Cipayung Plus demo kemarin di depan Kementerian Pendidikan Tinggi, Sains, dan Teknologi Jakarta. Mereka desak program Makan Bergizi Gratis ini dihentikan total. Bukan",,2026-05-05T04:16:27.000Z,bulja27,in
SPPG Polri hadir sebagai langkah nyata dalam mendukung program Makan Bergizi Gratis sekaligus memperkuat kualitas hidup masyarakat.#MenjagaKetahananPangan serta mendukung Program Gizi Untuk Indonesia https://t.co/cwxDpFz8lO,,2026-05-05T04:51:37.000Z,_poldabanten,in
"Program Makan Bergizi Gratis tidak hanya memberi makan, tapi juga mengedukasi siswa tentang pentingnya pola makan sehat seumur hidup https://t.co/2BehAmEeiO",,2026-05-05T04:11:32.000Z,DomiBernadine,in
"MAKAN BERGIZI GRATIS
Makanan nyang bergizi nakeuh hak mandum ureung, dan deungon program makan gratis nyoe, geutanyoe jeut tapeu pasti mandum ureung meurumpok nutrisi nyang dibutuhkan untuk udep sehat.#PenuhiGiziIndonesia #Indonesiaemas #AstaCita #Indonesiamaju #GiziBaik #Makanan https://t.co/6ew5sOyXVp",,2026-05-04T14:46:30.000Z,dzakira_af16440,in
"Pejabat lama, Hanif Faisol Nurrofiq, menempati jabatan yang baru dibuat, Wakil Menteri Koordinator Pangan. Hanif punya mandat memperkuat proyek makan bergizi gratis.",,2026-05-03T12:10:11.000Z,tempodotco,in
Presiden Prabowo menegaskan program Makan Bergizi Gratis akan dilanjutkan hingga tuntas dengan cakupan lebih dari 60 juta penerima dan distribusi lima kali seminggu. https://t.co/VlXewLxi78,,2026-05-01T08:27:38.000Z,voxindonesia_id,in
Moratorium dan Perombakan Total Program Makan Bergizi Gratis (MBG) - Tandatangani Petisi! https://t.co/r9LoWHkyP9 lewat @ChangeOrg_ID,,2026-05-03T01:52:22.000Z,gilankmohican,in
Makan bergizi gratis dan guru sejahtera adalah fondasi utama. Pendidikan yang baik dimulai dari kesejahteraan yang terjamin bagi seluruh anak bangsa. #jagaindonesia #jagamayday2026 #mayday2026damai #prabowobersamaburuh #dialogbukankonfrontasi https://t.co/DeeF7va2pO,,2026-05-04T08:33:22.000Z,Marsheillaster,in
"Serikat Pekerja Kampus menyoroti isu kesejahteraan pendidik dan program Makan Bergizi Gratis (MBG) pada Hari Pendidikan Nasional (Hardiknas) 2026.
Ketua SPK, Dr Dhia Al Uyun dalam keterangannya mengungkapkan, 42,9% dosen menerima pendapatan tetap di bawah Rp 3 juta per bulan. https://t.co/VEJuyPPXtj",,2026-05-02T20:38:01.000Z,Rizkimaul06,in
"Investasi masa depan bukan cuma soal uang, tapi gizi anak bangsa. Biar kuota internet buat inovasi, bukan hoax. Makan bergizi gratis kunci kecerdasan untuk Indonesia emas nanti.

#LanjutkanMBG

Pagiii GMG HMH Sarapan RENJUN CORUSCATES NANJING Thalita https://t.co/xtFgbZhRAf",,2026-05-03T03:45:16.000Z,Annikasarrs,in
"🚨 GEMPAR! Data 1,1 Juta Pegawai Program Makan Bergizi Gratis Diklaim Bocor di Dark Web

Sistem SIPGN BGN (Rp1,2 Triliun) diduga diretas. Data pribadi (nama, HP, email, alamat, tanggal lahir, nomor SK, honor, BPJS) dijual cuma $325 (\~Rp5 juta).

⚠️ Status: Masih DUGAAN (27 https://t.co/PJrHQtPyJH",,2026-05-02T09:52:01.000Z,detikativeID,in
"Lihat video ini viral di  #TikTok soal makan bergizi gratis alias MBG

 https://t.co/umJ7JugOkc",,2026-05-02T19:02:30.000Z,inidataid_,in
SPPG Polri terus diperluas untuk dukung program Makan Bergizi Gratis. Sudah bantu jutaan masyarakat &amp; buka banyak lapangan kerja. Langkah nyata menuju Gizi Untuk Indonesia 🇮🇩 #MenjagaKetahananPangan https://t.co/oLJhTBY73U,,2026-05-05T04:50:21.000Z,ZoroJo48,in
Hebatnya 🙏 Polri berkomitmen penuh mendukung program Makan Bergizi Gratis (MBG) pemerintah melalui pembangunan ribuan Satuan Pelayanan Pemenuhan Gizi (SPPG) Polri di seluruh Indonesia. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/44T3DMgz9u,,2026-05-05T04:52:29.000Z,namakuVIO,in
"Program Makan Bergizi Gratis (MBG) memang dirancang sebagai salah satu program kesejahteraan terbesar dalam sejarah pemerintah, dengan anggaran yang diproyeksikan mencapai sekitar Rp335 triliun pada 2026 atau sekitar Rp1,2 triliun per hari. 
_ https://t.co/fCFPvZkrMg",,2026-05-04T03:08:05.000Z,R_OOY90,in
"Jangan cuma lihat angkanya! CEO Indodax, Oscar Darmawan, bedah dampak makro program Makan Bergizi Gratis (MBG):
​1️⃣ Serap tenaga kerja masif di tiap titik dapur.
2️⃣ Perbaikan gizi anak sekolah, terutama di pelosok.
3️⃣ Perputaran ekonomi ke bawah (dana APBN langsung ke rakyat). https://t.co/KEMs7RvNgC",,2026-05-04T03:05:23.000Z,_abproject,in
"Wah ini keren,SPPG Polri hadir sebagai langkah nyata dalam mendukung program Makan Bergizi Gratis sekaligus memperkuat kualitas hidup masyarakat. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/CsiLuou1L3",,2026-05-05T04:51:05.000Z,Dewiiii844180,in
"Food Loss MBG, Anggaran Negara yang terbuang sia2...

Food loss dalam konteks program MBG (Makan Bergizi Gratis) merujuk pada hilangnya atau terbuangnya makanan sblm sempat dikonsumsi oleh penerima manfaat, baik akibat masalah seperti distribusi yng lambat, penyimpanan yg tidak https://t.co/TtifWjrPhJ",,2026-05-04T08:46:26.000Z,miftah1143,in
"Kenalin nih, Sego Kelor! Nasi hijau alami dari perasan daun kelor khas Lumajang. Kaya kalsium dan protein, menu lezat ini jadi andalan program Makan Bergizi Gratis untuk bantu cegah stunting. https://t.co/hqHb0bINLH",,2026-05-03T03:00:01.000Z,zulela08,in
"bukan cuma buruhnya aja, tapi anak istri yang hamil juga dapet makan bergizi gratis dianter ke rumah. beneran totalitas pak prabowo Utamakan Hak Pekerja dan keluarga. #KadoDariPresiden",,2026-05-01T06:18:48.000Z,ekaagustina456,in
"Program makan bergizi gratis kurangi pengeluaran rumah tangga sehingga ibu bisa menabung uang jajan anak demi masa depan yang lebih cerah mari kita sukseskan bersama #LanjutkanMBG

 #DMDLAND3DAY1 #LoveYouTeacherSeriesEP8 #WelcomeBack_Jaehyun #MetGala2026 https://t.co/cAoGuna2hx",,2026-05-03T04:39:25.000Z,kkim_aeraa,in
"@katrinrienks @evelyndewi7 @J0yoWi @killingmaster27 @gangsterrandom @jurigh107 @JoenWoen_09 @wiyantokdr54 @EviDrajat @SetiawanTj67427 @BuruCeleng96454 @WayangPedalaman @PCReborn172737 @B4r4_Akb4r @GM_Warrios @bungalotus25 @demokrasi_ruwet @Opposite6888 @SmileyNDeLight @PUTRY_NUSANTARA @citrabiru_ @Bambangmulyonoo @Sammi86Pilang @Blues_321lagi dia pede aja karena masih ada Rp 1.000 triliun dana zakat umat Islam yang bisa di rampok

Usulan Dana Zakat untuk Program Makan Bergizi Gratis Dinilai Tak Sesuai Aturan
https://t.co/alXbBmU7jm",,2026-05-03T13:14:34.000Z,ebonXboy,in
Presiden RI Prabowo Subianto menyoroti pentingnya pelaksanaan Program Makan Bergizi Gratis (MBG) bagi anak-anak di seluruh penjuru Tanah Air. https://t.co/Ele0FLb3MS,,2026-05-03T03:42:22.000Z,MediaPrabowoID,in
"Capaian nyata Hardiknas 2026: Tunjangan guru kini langsung cair ke rekening &amp; renovasi 70.000 sekolah terus dipacu! Program Makan Bergizi Gratis juga terbukti sukses meningkatkan kehadiran 62 juta siswa di sekolah. Pendidikan kita makin kuat dan merata! 🎓✅

#PendidikanMaju https://t.co/tvH2DMPraM",,2026-05-02T16:17:42.000Z,indonesiago_id,in
"Minggu Pagiii
Program MBG jadi Investasi jangka panjang bagi Pemerintah, untuk itu Sinergi Pusat dan daerah sangat diperlukan dalam menopang Program Makan Bergizi Gratis ini https://t.co/QZ4f3opOnX",,2026-05-03T03:14:30.000Z,tXtsebarinfo,in
"Pemerintah memperkuat sinergi pusat dan daerah untuk menyukseskan program Makan Bergizi Gratis (MBG). Langkah ini demi memastikan koordinasi lintas sektor berjalan efektif dan tepat sasaran.
​Bukan hanya soal gizi, tapi tentang membangun fondasi kuat SDM Indonesia masa depan. https://t.co/Xxf66OTBFg",,2026-05-03T04:03:51.000Z,_abproject,in
Keren bgtt! Komitmen Polri dalam mendukung program Makan Bergizi Gratis (MBG) pemerintah melalui pembangunan ribuan Satuan Pelayanan Pemenuhan Gizi (SPPG) Polri di seluruh Indonesia. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/9KuHtif2tb,,2026-05-05T04:50:27.000Z,kyrenshaa,in
Polri berkomitmen penuh mendukung program Makan Bergizi Gratis (MBG) pemerintah melalui pembangunan ribuan Satuan Pelayanan Pemenuhan Gizi (SPPG) Polri di seluruh Indonesia. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/XXOaeAnUtd,,2026-05-05T04:48:41.000Z,Dirgaa210,in
"Momen Presiden Prabowo bersama siswa-siswi SMAN 1 Cilacap 

Para siswa menyampaikan terima kasih atas program Makan Bergizi Gratis (MBG) yang mereka rasakan enak, bergizi, dan sangat membantu dalam penghematan pengeluaran sehari-hari 🩵🥹 https://t.co/2ZndtB5dWI",,2026-05-01T09:34:38.000Z,SlametM32T,in
"Pengawasan ketat Satgas Pangan Cimahi pastikan distribusi Makan Bergizi Gratis untuk Ibu Hamil menyusui dan Balita berjalan tepat sasaran demi generasi gizi sehat kuat #LanjutkanMBG

#OnlyFriendsDreamOnEP10 Dilan ITB 1997 May Day https://t.co/Mx6T6IZs7Q",,2026-05-02T05:49:11.000Z,Park_Yennaa,in
"Wah mantap,Polri berkomitmen penuh mendukung program Makan Bergizi Gratis (MBG) pemerintah melalui pembangunan ribuan Satuan Pelayanan Pemenuhan Gizi (SPPG) Polri di seluruh Indonesia. #MenjagaKetahananPangan Gizi Untuk Indonesia https://t.co/LP9WBzTl9r",,2026-05-05T04:50:08.000Z,Sel145Via,in
"Gokil sih, program Makan Bergizi Gratis lewat SPPG Polri ternyata udah tembus 1,5 juta penerima manfaat! Ini langkah nyata buat bikin spek generasi kita makin unggul, sehat, dan kuat buat Gizi Untuk Indonesia #MenjagaKetahananPangan https://t.co/mVqU7RKwhH",,2026-05-05T04:50:23.000Z,Tikanyapis,in
"Produk kami siap mendukung bisnis Bakery, Catering, Depot, Dapur MBG (Makan Bergizi Gratis), Cafe, Resto, Rumah Makan, hingga Hotel. #Citramesin
#MesinBakery
#PeralatanDapurCommercial
#JualMesinResto
#GeaGetraFomac https://t.co/QFtJFiDQFN",,2026-05-04T01:55:54.000Z,CitraMesin,in
"Babinsa Koramil 1407-19/Kahu Sertu Hamsa melaksanakan pendampingan pendistribusian Makan Bergizi Gratis (MBG) di salah satu sekolah dasar, yakni SDN 287 Desa Matajang, Kec. Kahu, Kab. Bone. Senin (04/05/26)
#tniad
#dispenad
#puspentni
#TNIindonesia
#tetapsemangat
#bekerjaikhlas https://t.co/pzdnhvQyjG",,2026-05-04T00:05:53.000Z,kodimbone,in
"Program Makan Bergizi Gratis (MBG) adalah investasi besar untuk masa depan bangsa! Dengan target 82,9 juta orang yang mencakup anak sekolah, balita, dan ibu hamil, Jutaan penerima mbg akan mendapatkan asupan gizi terbaik. 
#MakanBergiziGratis https://t.co/o4CMj44xut",,2026-05-01T16:45:17.000Z,TasyaFahira18,in
"Pemerintah terus berupaya memastikan Program Makan Bergizi Gratis (MBG) berjalan maksimal. Komitmen evaluasi MBG terus dilakukan oleh Badan Gizi Nasional agar program ini semakin tepat sasaran dan berkualitas bagi generasi bangsa.
#MakanBergiziGratis #MBG https://t.co/EumcbtaCts",,2026-05-03T18:09:01.000Z,TasyaFahira18,in
"Babinsa Monitoring Penyaluran Makan Bergizi Gratis

​Kuala Tungkal, https://t.co/6YQhIytSFF – Personel Babinsa Koramil 419-03/Tungkal Ilir, Koptu Armadan, melaksanakan monitoring pendistribusian program Makan Bergizi Gratis (MBG). https://t.co/019dHHDVMV",,2026-05-04T08:47:54.000Z,kodim0419tanjab,in
"BKKBN Maluku kawal program Makan Bergizi Gratis tepat sasaran di Seram Bagian Barat demi cegah stunting serta wujudkan generasi sehat cerdas berdaya saing tinggi #LanjutkanMBG

#CHENLEatMangoMufest #NEXZ_MMCHKStream #NCTWISH11thWin https://t.co/FZm7LBUYKT",,2026-05-03T11:55:02.000Z,venusdocxx,in
"Kadin Kota Kendari hadirkan ""Sufana Sari Kedelai"" sebagai inovasi minuman sehat dukung program Makan Bergizi Gratis (MBG). Olahan sari kedelai murni ini menjadi alternatif susu nabati tinggi protein untuk penuhi nutrisi harian anak sekolah di Sultra. https://t.co/qjZ0Mi17cm",,2026-05-05T04:06:00.000Z,dreamjland,in
"Dari yang tadinya jualan eceran satu per satu ke pasar, sekarang usahanya makin lancar berkat jadi mitra program Makan Bergizi Gratis. Ini bukti nyata pemberdayaan UMKM lokal lewat program pemerintah. https://t.co/iRRTg0GczN",,2026-05-02T03:04:07.000Z,oxrth_,in
"Dalam rangka meningkatkan kualitas kesehatan dan gizi pelajar, Babinsa Koramil 06/Guguak, Sertu Andri Cucu Alamsyah, mengikuti kegiatan Program Makan Bergizi Gratis yang dilaksanakan di SMPN 2 Guguk, Senin (4/5/2026). https://t.co/A0DIdIcN09",,2026-05-04T15:17:36.000Z,50Kodim,in
"Presiden Prabowo Subianto menanyakan manfaat program Makan Bergizi Gratis kepada para buruh jawaban nya tak terduga.......... 𝙏𝙄𝘿𝘼𝙆 😂
𝙎𝙤𝙪𝙧𝙘𝙚 𝙫𝙞𝙙𝙚𝙤 @TvTempo https://t.co/tDr9QNdEOG",,2026-05-02T02:53:50.000Z,165Hati,in
"Sistem logistik modern makan bergizi gratis menjamin kualitas bahan pangan dari hulu ke hilir demi menjaga ketahanan pangan nasional bagi seluruh generasi bangsa Indonesia yang cerdas #LanjutkanMBG

 #SatuNusaSatuPapua #GOPAYNONTONGRATIS #ThankYouMCA_NA #AIplusILMU https://t.co/mhnPVFGtah",,2026-05-02T07:36:42.000Z,kkim_aeraa,in
"Intelijen Lintas Sektoral Bersatu Kawal Program Makan Bergizi Gratis 2026 di Jawa Tengah

https://t.co/1Y7XNZLmUp https://t.co/w9zty8J6t7",,2026-04-30T14:35:23.000Z,BeritankriCom,in
[THREAD] Makan Bergizi Gratis (MBG): Investasi Masa Depan atau Sekadar Proyek Mercusuar yang Salah Sasaran? 🧵 https://t.co/sdwBKazYlr,,2026-05-01T11:19:07.000Z,detikativeID,in
"Momen Presiden Prabowo bersama siswa-siswi SMAN 1 Cilacap 

Para siswa menyampaikan terima kasih atas program Makan Bergizi Gratis (MBG) yang mereka rasakan enak, bergizi, dan sangat membantu dalam penghematan pengeluaran sehari-hari 🩵🥹 https://t.co/8QE8ZnB0RJ",,2026-05-01T01:13:59.000Z,DevriezNa70,in
"Program makan bergizi gratis bukan cuma soal gizi, tapi juga membuka kerja ini bentuk lain Utamakan Hak Pekerja #KadoDariPresiden https://t.co/IN1LVOJnYH",,2026-05-01T05:51:09.000Z,nafian1010,in
"#Repost @bpom_ri 
——
KAWAL PROGRAM PRIORITAS PRESIDEN

Hai #SahabatBPOM, sebagai upaya mengawal program prioritas makan bergizi gratis (MBG), BPOM turun langsung ke 5 SPPG di Jakarta sebagai langkah nyata dalam memastikan setiap produk yang beredar telah https://t.co/bEoFEdQ6GR",,2026-05-02T02:32:14.000Z,PulaumorotaiB,in
Konsistensi dalam program Makan Bergizi Gratis akan membawa perubahan besar bagi kualitas hidup generasi penerus https://t.co/f3mDmm5AQ5,,2026-05-02T03:02:50.000Z,skylarronl,in
"MBG 3B Fokus Ibu dan Balita, Kunci Generasi Emas 2045

Program Makan Bergizi Gratis (MBG) 3B mulai diperkuat. Sasarannya jelas. Ibu hamil, ibu menyusui, dan balita usia 0–5 tahun.

Wagub Banten Achmad Dimyati Natakusumah menegaskan, fase ini menentukan masa depan anak.
“Balita https://t.co/vLYbH11OpQ",,2026-05-01T07:57:03.000Z,banten_pemprov,in
Suasana penuh keakraban dan kehangatan terlihat saat Presiden Prabowo meninjau langsung pelaksanaan Program Makan Bergizi Gratis (MBG). https://t.co/94G4RUtwjQ,,2026-05-03T03:42:02.000Z,InfoPrabowoID,in
"program makan bergizi gratis juga berdampak ke penciptaan lapangan kerja 🍽️ jadi selain bantu masyarakat, tetap Utamakan Hak Pekerja dengan membuka peluang baru 🚀 #KadoDariPresiden",,2026-05-01T06:43:04.000Z,me_can17,in
anak dan istri buruh sekarang dapet makan bergizi gratis 🥛 bukti kalau pemerintah selalu Utamakan Hak Pekerja dan keluarganya #KadoDariPresiden https://t.co/3Ghj20PLHy,,2026-05-01T05:52:35.000Z,rhos_bria,in
